,link,Last LPSN update,Domain,Phylum,Class,Order,Family,Genus,Species,Ref 1,Ref 2,Ref 3,Ref 4,Ref 5,Ref 6,Ref 7,Ref 8,Ref 9,Ref 10
14223,https://bacdive.dsmz.de/strain/19331,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14224,https://bacdive.dsmz.de/strain/19332,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14225,https://bacdive.dsmz.de/strain/19333,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14226,https://bacdive.dsmz.de/strain/19334,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14227,https://bacdive.dsmz.de/strain/19336,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14228,https://bacdive.dsmz.de/strain/19337,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14229,https://bacdive.dsmz.de/strain/19338,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14230,https://bacdive.dsmz.de/strain/19339,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14231,https://bacdive.dsmz.de/strain/19340,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14232,https://bacdive.dsmz.de/strain/19341,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14233,https://bacdive.dsmz.de/strain/19342,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14234,https://bacdive.dsmz.de/strain/19343,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14235,https://bacdive.dsmz.de/strain/19344,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14236,https://bacdive.dsmz.de/strain/19345,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14237,https://bacdive.dsmz.de/strain/19346,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14238,https://bacdive.dsmz.de/strain/19347,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14239,https://bacdive.dsmz.de/strain/19349,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14240,https://bacdive.dsmz.de/strain/19350,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14241,https://bacdive.dsmz.de/strain/19351,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14242,https://bacdive.dsmz.de/strain/19352,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14243,https://bacdive.dsmz.de/strain/19353,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14244,https://bacdive.dsmz.de/strain/19354,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14245,https://bacdive.dsmz.de/strain/19356,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14246,https://bacdive.dsmz.de/strain/19357,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14247,https://bacdive.dsmz.de/strain/19358,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14248,https://bacdive.dsmz.de/strain/19359,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14249,https://bacdive.dsmz.de/strain/19360,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14250,https://bacdive.dsmz.de/strain/19362,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14251,https://bacdive.dsmz.de/strain/19363,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14252,https://bacdive.dsmz.de/strain/19364,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14253,https://bacdive.dsmz.de/strain/19365,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14254,https://bacdive.dsmz.de/strain/19366,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14255,https://bacdive.dsmz.de/strain/19367,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14256,https://bacdive.dsmz.de/strain/19368,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14257,https://bacdive.dsmz.de/strain/19369,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14258,https://bacdive.dsmz.de/strain/19370,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14259,https://bacdive.dsmz.de/strain/19372,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14260,https://bacdive.dsmz.de/strain/19373,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14261,https://bacdive.dsmz.de/strain/19374,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14262,https://bacdive.dsmz.de/strain/19375,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14263,https://bacdive.dsmz.de/strain/19376,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14264,https://bacdive.dsmz.de/strain/19377,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14265,https://bacdive.dsmz.de/strain/19378,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14266,https://bacdive.dsmz.de/strain/19379,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14267,https://bacdive.dsmz.de/strain/19380,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14268,https://bacdive.dsmz.de/strain/19381,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14269,https://bacdive.dsmz.de/strain/19382,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14270,https://bacdive.dsmz.de/strain/19383,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14271,https://bacdive.dsmz.de/strain/19384,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14272,https://bacdive.dsmz.de/strain/19385,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14273,https://bacdive.dsmz.de/strain/19386,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14274,https://bacdive.dsmz.de/strain/19387,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14275,https://bacdive.dsmz.de/strain/19388,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14276,https://bacdive.dsmz.de/strain/19389,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14277,https://bacdive.dsmz.de/strain/19390,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14278,https://bacdive.dsmz.de/strain/19391,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14279,https://bacdive.dsmz.de/strain/19392,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14280,https://bacdive.dsmz.de/strain/19393,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14281,https://bacdive.dsmz.de/strain/19395,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14282,https://bacdive.dsmz.de/strain/19396,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14283,https://bacdive.dsmz.de/strain/19403,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14284,https://bacdive.dsmz.de/strain/19404,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14285,https://bacdive.dsmz.de/strain/19405,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14286,https://bacdive.dsmz.de/strain/19406,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14287,https://bacdive.dsmz.de/strain/19407,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14288,https://bacdive.dsmz.de/strain/19408,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14289,https://bacdive.dsmz.de/strain/19409,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14290,https://bacdive.dsmz.de/strain/19410,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14291,https://bacdive.dsmz.de/strain/19414,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14292,https://bacdive.dsmz.de/strain/19415,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14293,https://bacdive.dsmz.de/strain/19416,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14294,https://bacdive.dsmz.de/strain/19417,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14295,https://bacdive.dsmz.de/strain/19418,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14296,https://bacdive.dsmz.de/strain/19419,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14297,https://bacdive.dsmz.de/strain/19420,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14298,https://bacdive.dsmz.de/strain/19421,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14299,https://bacdive.dsmz.de/strain/19422,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14300,https://bacdive.dsmz.de/strain/19426,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14301,https://bacdive.dsmz.de/strain/19427,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14302,https://bacdive.dsmz.de/strain/19428,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14303,https://bacdive.dsmz.de/strain/19433,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14304,https://bacdive.dsmz.de/strain/19435,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14305,https://bacdive.dsmz.de/strain/19438,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14306,https://bacdive.dsmz.de/strain/19440,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14307,https://bacdive.dsmz.de/strain/19442,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14308,https://bacdive.dsmz.de/strain/19444,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14309,https://bacdive.dsmz.de/strain/19461,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14310,https://bacdive.dsmz.de/strain/19462,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14311,https://bacdive.dsmz.de/strain/19472,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14312,https://bacdive.dsmz.de/strain/19475,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14313,https://bacdive.dsmz.de/strain/19478,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14314,https://bacdive.dsmz.de/strain/19483,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14315,https://bacdive.dsmz.de/strain/19492,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14316,https://bacdive.dsmz.de/strain/19495,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14317,https://bacdive.dsmz.de/strain/19497,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14318,https://bacdive.dsmz.de/strain/19498,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14319,https://bacdive.dsmz.de/strain/19500,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14320,https://bacdive.dsmz.de/strain/19501,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14321,https://bacdive.dsmz.de/strain/19502,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14322,https://bacdive.dsmz.de/strain/19590,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14323,https://bacdive.dsmz.de/strain/19608,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14324,https://bacdive.dsmz.de/strain/19609,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14325,https://bacdive.dsmz.de/strain/19625,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14326,https://bacdive.dsmz.de/strain/19643,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14327,https://bacdive.dsmz.de/strain/19644,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
14328,https://bacdive.dsmz.de/strain/19646,23-11-2020 (DD-MM-YYYY),Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,Sorangium cellulosum,#no,#no,#no,#no,#no,#no,#no,#no,#no,#no
